order_id,consumer_id,farmer_id,crop,distance_km,quantity_kg,local_emissions_kg_co2,baseline_emissions_kg_co2,emissions_saved_kg_co2,pct_reduction_vs_baseline,sustainability_score
ORD-005605,CONS-0399,FARM-0052,Methi,6.6,1,0.0008,0.104,0.1032,99.2,99.2
ORD-005606,CONS-0201,FARM-0036,Onion,22.8,7,0.0192,0.728,0.7088,97.4,97.4
ORD-005607,CONS-0302,FARM-0133,Potato,7.0,1,0.0008,0.104,0.1032,99.2,99.2
ORD-005608,CONS-0792,FARM-0017,Methi,5.4,2,0.0013,0.208,0.2067,99.4,99.4
ORD-005609,CONS-0693,FARM-0099,Green Chilli,5.2,1,0.0006,0.104,0.1034,99.4,99.4
ORD-005610,CONS-0567,FARM-0062,Elephant Yam (Suran),4.9,7,0.0041,0.728,0.7239,99.4,99.4
ORD-005611,CONS-0488,FARM-0037,Tomato,9.3,3,0.0033,0.312,0.3087,98.9,98.9
ORD-005612,CONS-0792,FARM-0128,Methi,19.0,4,0.0091,0.416,0.4069,97.8,97.8
ORD-005613,CONS-0466,FARM-0025,Tomato,4.8,9,0.0052,0.936,0.9308,99.4,99.4
ORD-005614,CONS-0015,FARM-0117,Elephant Yam (Suran),1.3,5,0.0008,0.52,0.5192,99.8,99.8
ORD-005615,CONS-0024,FARM-0125,Elephant Yam (Suran),4.0,2,0.001,0.208,0.207,99.5,99.5
ORD-005616,CONS-0236,FARM-0142,Bhindi (Ladies finger),6.4,4,0.0031,0.416,0.4129,99.3,99.3
ORD-005617,CONS-0595,FARM-0010,Methi,18.5,7,0.0155,0.728,0.7125,97.9,97.9
ORD-005618,CONS-0320,FARM-0021,Bhindi (Ladies finger),6.5,5,0.0039,0.52,0.5161,99.2,99.2
ORD-005619,CONS-0519,FARM-0066,Potato,6.3,5,0.0038,0.52,0.5162,99.3,99.3
ORD-005620,CONS-0744,FARM-0025,Tomato,6.1,7,0.0051,0.728,0.7229,99.3,99.3
ORD-005621,CONS-0551,FARM-0078,Onion,27.6,7,0.0232,0.728,0.7048,96.8,96.8
ORD-005622,CONS-0741,FARM-0005,Onion,1.4,7,0.0012,0.728,0.7268,99.8,99.8
ORD-005623,CONS-0219,FARM-0062,Brinjal,4.0,4,0.0019,0.416,0.4141,99.5,99.5
ORD-005624,CONS-0506,FARM-0107,Potato,9.1,6,0.0066,0.624,0.6174,98.9,98.9
ORD-005625,CONS-0032,FARM-0006,Potato,14.0,9,0.0151,0.936,0.9209,98.4,98.4
ORD-005626,CONS-0258,FARM-0036,Elephant Yam (Suran),17.2,4,0.0083,0.416,0.4077,98.0,98.0
ORD-005627,CONS-0105,FARM-0017,Methi,7.7,4,0.0037,0.416,0.4123,99.1,99.1
ORD-005628,CONS-0007,FARM-0067,Methi,11.1,8,0.0107,0.832,0.8213,98.7,98.7
ORD-005629,CONS-0338,FARM-0120,Brinjal,10.6,1,0.0013,0.104,0.1027,98.8,98.8
ORD-005630,CONS-0614,FARM-0008,Tomato,13.6,2,0.0033,0.208,0.2047,98.4,98.4
ORD-005631,CONS-0604,FARM-0104,Potato,11.2,1,0.0013,0.104,0.1027,98.8,98.8
ORD-005632,CONS-0050,FARM-0119,Tomato,10.9,7,0.0092,0.728,0.7188,98.7,98.7
ORD-005633,CONS-0270,FARM-0077,Onion,12.2,7,0.0102,0.728,0.7178,98.6,98.6
ORD-005634,CONS-0484,FARM-0006,Methi,13.3,8,0.0128,0.832,0.8192,98.5,98.5
ORD-005635,CONS-0769,FARM-0138,Methi,11.3,1,0.0014,0.104,0.1026,98.7,98.7
ORD-005636,CONS-0255,FARM-0125,Elephant Yam (Suran),2.3,4,0.0011,0.416,0.4149,99.7,99.7
ORD-005637,CONS-0716,FARM-0052,Methi,4.4,9,0.0048,0.936,0.9312,99.5,99.5
ORD-005638,CONS-0630,FARM-0132,Methi,10.4,3,0.0037,0.312,0.3083,98.8,98.8
ORD-005639,CONS-0683,FARM-0062,Brinjal,7.2,8,0.0069,0.832,0.8251,99.2,99.2
ORD-005640,CONS-0008,FARM-0123,Methi,10.6,8,0.0102,0.832,0.8218,98.8,98.8
ORD-005641,CONS-0768,FARM-0046,Methi,9.7,9,0.0105,0.936,0.9255,98.9,98.9
ORD-005642,CONS-0488,FARM-0126,Brinjal,11.6,4,0.0056,0.416,0.4104,98.7,98.7
ORD-005643,CONS-0081,FARM-0093,Methi,4.8,6,0.0035,0.624,0.6205,99.4,99.4
ORD-005644,CONS-0441,FARM-0002,Methi,12.3,6,0.0089,0.624,0.6151,98.6,98.6
ORD-005645,CONS-0518,FARM-0110,Peas,15.3,3,0.0055,0.312,0.3065,98.2,98.2
ORD-005646,CONS-0439,FARM-0017,Methi,1.1,4,0.0005,0.416,0.4155,99.9,99.9
ORD-005647,CONS-0262,FARM-0045,Potato,16.3,2,0.0039,0.208,0.2041,98.1,98.1
ORD-005648,CONS-0740,FARM-0015,Methi,6.7,6,0.0048,0.624,0.6192,99.2,99.2
ORD-005649,CONS-0529,FARM-0093,Tomato,2.3,2,0.0006,0.208,0.2074,99.7,99.7
ORD-005650,CONS-0622,FARM-0060,Methi,1.9,5,0.0011,0.52,0.5189,99.8,99.8
ORD-005651,CONS-0116,FARM-0138,Methi,15.9,7,0.0134,0.728,0.7146,98.2,98.2
ORD-005652,CONS-0014,FARM-0053,Methi,15.8,1,0.0019,0.104,0.1021,98.2,98.2
ORD-005653,CONS-0759,FARM-0031,Elephant Yam (Suran),11.4,6,0.0082,0.624,0.6158,98.7,98.7
ORD-005654,CONS-0063,FARM-0110,Tomato,6.1,2,0.0015,0.208,0.2065,99.3,99.3
ORD-005655,CONS-0677,FARM-0007,Methi,5.3,1,0.0006,0.104,0.1034,99.4,99.4
ORD-005656,CONS-0516,FARM-0144,Brinjal,8.5,4,0.0041,0.416,0.4119,99.0,99.0
ORD-005657,CONS-0180,FARM-0060,Methi,16.1,9,0.0174,0.936,0.9186,98.1,98.1
ORD-005658,CONS-0528,FARM-0080,Green Chilli,2.1,6,0.0015,0.624,0.6225,99.8,99.8
ORD-005659,CONS-0260,FARM-0027,Tomato,13.0,1,0.0016,0.104,0.1024,98.5,98.5
ORD-005660,CONS-0005,FARM-0135,Potato,11.2,2,0.0027,0.208,0.2053,98.7,98.7
ORD-005661,CONS-0349,FARM-0067,Tomato,16.1,9,0.0174,0.936,0.9186,98.1,98.1
ORD-005662,CONS-0798,FARM-0093,Methi,3.4,7,0.0029,0.728,0.7251,99.6,99.6
ORD-005663,CONS-0378,FARM-0005,Elephant Yam (Suran),5.8,3,0.0021,0.312,0.3099,99.3,99.3
ORD-005664,CONS-0670,FARM-0016,Methi,15.6,1,0.0019,0.104,0.1021,98.2,98.2
ORD-005665,CONS-0654,FARM-0125,Elephant Yam (Suran),4.2,5,0.0025,0.52,0.5175,99.5,99.5
ORD-005666,CONS-0574,FARM-0133,Potato,7.0,6,0.005,0.624,0.619,99.2,99.2
ORD-005667,CONS-0044,FARM-0005,Onion,4.9,6,0.0035,0.624,0.6205,99.4,99.4
ORD-005668,CONS-0458,FARM-0052,Methi,8.0,8,0.0077,0.832,0.8243,99.1,99.1
ORD-005669,CONS-0060,FARM-0149,Elephant Yam (Suran),4.3,6,0.0031,0.624,0.6209,99.5,99.5
ORD-005670,CONS-0323,FARM-0128,Methi,17.9,1,0.0021,0.104,0.1019,98.0,98.0
ORD-005671,CONS-0181,FARM-0111,Methi,1.2,9,0.0013,0.936,0.9347,99.9,99.9
ORD-005672,CONS-0266,FARM-0052,Methi,3.1,2,0.0007,0.208,0.2073,99.7,99.7
ORD-005673,CONS-0040,FARM-0027,Tomato,16.7,9,0.018,0.936,0.918,98.1,98.1
ORD-005674,CONS-0304,FARM-0010,Onion,25.4,7,0.0213,0.728,0.7067,97.1,97.1
ORD-005675,CONS-0206,FARM-0081,Onion,15.3,7,0.0129,0.728,0.7151,98.2,98.2
ORD-005676,CONS-0154,FARM-0053,Methi,18.5,2,0.0044,0.208,0.2036,97.9,97.9
ORD-005677,CONS-0723,FARM-0132,Methi,6.3,2,0.0015,0.208,0.2065,99.3,99.3
ORD-005678,CONS-0166,FARM-0135,Potato,4.9,5,0.0029,0.52,0.5171,99.4,99.4
ORD-005679,CONS-0710,FARM-0007,Methi,1.7,4,0.0008,0.416,0.4152,99.8,99.8
ORD-005680,CONS-0165,FARM-0133,Potato,5.1,2,0.0012,0.208,0.2068,99.4,99.4
ORD-005681,CONS-0386,FARM-0086,Tomato,4.4,3,0.0016,0.312,0.3104,99.5,99.5
ORD-005682,CONS-0280,FARM-0019,Brinjal,9.6,1,0.0012,0.104,0.1028,98.8,98.8
ORD-005683,CONS-0320,FARM-0127,Tomato,7.2,9,0.0078,0.936,0.9282,99.2,99.2
ORD-005684,CONS-0527,FARM-0021,Bhindi (Ladies finger),2.8,4,0.0013,0.416,0.4147,99.7,99.7
ORD-005685,CONS-0356,FARM-0010,Methi,11.4,7,0.0096,0.728,0.7184,98.7,98.7
ORD-005686,CONS-0436,FARM-0008,Tomato,21.4,2,0.0051,0.208,0.2029,97.5,97.5
ORD-005687,CONS-0267,FARM-0086,Tomato,4.3,1,0.0005,0.104,0.1035,99.5,99.5
ORD-005688,CONS-0567,FARM-0117,Brinjal,2.2,3,0.0008,0.312,0.3112,99.7,99.7
ORD-005689,CONS-0317,FARM-0117,Brinjal,4.6,7,0.0039,0.728,0.7241,99.5,99.5
ORD-005690,CONS-0426,FARM-0033,Tomato,7.5,1,0.0009,0.104,0.1031,99.1,99.1
ORD-005691,CONS-0561,FARM-0062,Elephant Yam (Suran),2.3,3,0.0008,0.312,0.3112,99.7,99.7
ORD-005692,CONS-0015,FARM-0040,Methi,13.6,1,0.0016,0.104,0.1024,98.5,98.5
ORD-005693,CONS-0416,FARM-0016,Methi,18.5,6,0.0133,0.624,0.6107,97.9,97.9
ORD-005694,CONS-0070,FARM-0127,Tomato,5.7,5,0.0034,0.52,0.5166,99.3,99.3
ORD-005695,CONS-0308,FARM-0046,Peas,26.5,5,0.0159,0.52,0.5041,96.9,96.9
ORD-005696,CONS-0036,FARM-0107,Potato,8.7,8,0.0084,0.832,0.8236,99.0,99.0
ORD-005697,CONS-0283,FARM-0122,Onion,17.2,9,0.0186,0.936,0.9174,98.0,98.0
ORD-005698,CONS-0185,FARM-0115,Peas,2.8,1,0.0003,0.104,0.1037,99.7,99.7
ORD-005699,CONS-0103,FARM-0112,Onion,21.3,7,0.0179,0.728,0.7101,97.5,97.5
ORD-005700,CONS-0239,FARM-0093,Tomato,14.6,2,0.0035,0.208,0.2045,98.3,98.3
ORD-005701,CONS-0751,FARM-0016,Methi,11.1,4,0.0053,0.416,0.4107,98.7,98.7
ORD-005702,CONS-0527,FARM-0007,Methi,0.9,9,0.001,0.936,0.935,99.9,99.9
ORD-005703,CONS-0516,FARM-0056,Bhindi (Ladies finger),9.6,7,0.0081,0.728,0.7199,98.9,98.9
ORD-005704,CONS-0311,FARM-0093,Methi,5.5,2,0.0013,0.208,0.2067,99.4,99.4
ORD-005705,CONS-0684,FARM-0132,Methi,6.4,8,0.0061,0.832,0.8259,99.3,99.3
ORD-005706,CONS-0083,FARM-0005,Elephant Yam (Suran),9.5,2,0.0023,0.208,0.2057,98.9,98.9
ORD-005707,CONS-0426,FARM-0052,Methi,4.1,8,0.0039,0.832,0.8281,99.5,99.5
ORD-005708,CONS-0004,FARM-0005,Onion,4.1,7,0.0034,0.728,0.7246,99.5,99.5
ORD-005709,CONS-0066,FARM-0008,Tomato,12.8,7,0.0108,0.728,0.7172,98.5,98.5
ORD-005710,CONS-0247,FARM-0007,Methi,4.8,2,0.0012,0.208,0.2068,99.4,99.4
ORD-005711,CONS-0222,FARM-0045,Brinjal,8.9,4,0.0043,0.416,0.4117,99.0,99.0
ORD-005712,CONS-0255,FARM-0111,Methi,3.6,3,0.0013,0.312,0.3107,99.6,99.6
ORD-005713,CONS-0198,FARM-0007,Methi,3.1,3,0.0011,0.312,0.3109,99.6,99.6
ORD-005714,CONS-0293,FARM-0119,Tomato,9.0,4,0.0043,0.416,0.4117,99.0,99.0
ORD-005715,CONS-0334,FARM-0052,Methi,2.3,1,0.0003,0.104,0.1037,99.7,99.7
ORD-005716,CONS-0587,FARM-0053,Onion,13.7,2,0.0033,0.208,0.2047,98.4,98.4
ORD-005717,CONS-0007,FARM-0019,Potato,7.8,5,0.0047,0.52,0.5153,99.1,99.1
ORD-005718,CONS-0659,FARM-0025,Tomato,18.0,8,0.0173,0.832,0.8147,97.9,97.9
ORD-005719,CONS-0231,FARM-0142,Peas,9.6,7,0.0081,0.728,0.7199,98.9,98.9
ORD-005720,CONS-0307,FARM-0007,Methi,2.1,1,0.0003,0.104,0.1037,99.7,99.7
ORD-005721,CONS-0281,FARM-0074,Methi,13.3,2,0.0032,0.208,0.2048,98.5,98.5
ORD-005722,CONS-0584,FARM-0021,Bhindi (Ladies finger),2.2,7,0.0018,0.728,0.7262,99.8,99.8
ORD-005723,CONS-0110,FARM-0024,Onion,29.9,4,0.0144,0.416,0.4016,96.5,96.5
ORD-005724,CONS-0730,FARM-0016,Methi,12.5,9,0.0135,0.936,0.9225,98.6,98.6
ORD-005725,CONS-0699,FARM-0015,Methi,11.7,7,0.0098,0.728,0.7182,98.7,98.7
ORD-005726,CONS-0685,FARM-0053,Onion,13.9,8,0.0133,0.832,0.8187,98.4,98.4
ORD-005727,CONS-0695,FARM-0005,Onion,5.0,8,0.0048,0.832,0.8272,99.4,99.4
ORD-005728,CONS-0459,FARM-0099,Green Chilli,1.5,2,0.0004,0.208,0.2076,99.8,99.8
ORD-005729,CONS-0061,FARM-0021,Bhindi (Ladies finger),6.3,2,0.0015,0.208,0.2065,99.3,99.3
ORD-005730,CONS-0045,FARM-0010,Methi,17.3,5,0.0104,0.52,0.5096,98.0,98.0
ORD-005731,CONS-0006,FARM-0046,Methi,15.2,5,0.0091,0.52,0.5109,98.2,98.2
ORD-005732,CONS-0431,FARM-0109,Methi,10.7,7,0.009,0.728,0.719,98.8,98.8
ORD-005733,CONS-0241,FARM-0093,Tomato,6.9,4,0.0033,0.416,0.4127,99.2,99.2
ORD-005734,CONS-0657,FARM-0110,Green Chilli,3.2,4,0.0015,0.416,0.4145,99.6,99.6
ORD-005735,CONS-0184,FARM-0093,Tomato,2.8,6,0.002,0.624,0.622,99.7,99.7
ORD-005736,CONS-0677,FARM-0007,Methi,5.3,9,0.0057,0.936,0.9303,99.4,99.4
ORD-005737,CONS-0431,FARM-0029,Bhindi (Ladies finger),6.7,9,0.0072,0.936,0.9288,99.2,99.2
ORD-005738,CONS-0393,FARM-0006,Methi,20.1,5,0.0121,0.52,0.5079,97.7,97.7
ORD-005739,CONS-0535,FARM-0053,Methi,11.6,1,0.0014,0.104,0.1026,98.7,98.7
ORD-005740,CONS-0039,FARM-0019,Potato,2.2,1,0.0003,0.104,0.1037,99.7,99.7
ORD-005741,CONS-0531,FARM-0135,Potato,6.3,1,0.0008,0.104,0.1032,99.2,99.2
ORD-005742,CONS-0104,FARM-0116,Tomato,6.8,6,0.0049,0.624,0.6191,99.2,99.2
ORD-005743,CONS-0513,FARM-0117,Elephant Yam (Suran),8.0,5,0.0048,0.52,0.5152,99.1,99.1
ORD-005744,CONS-0449,FARM-0099,Green Chilli,0.3,1,0.0,0.104,0.104,100.0,100.0
ORD-005745,CONS-0676,FARM-0116,Tomato,19.7,1,0.0024,0.104,0.1016,97.7,97.7
ORD-005746,CONS-0229,FARM-0086,Tomato,4.5,1,0.0005,0.104,0.1035,99.5,99.5
ORD-005747,CONS-0776,FARM-0116,Methi,20.9,7,0.0176,0.728,0.7104,97.6,97.6
ORD-005748,CONS-0593,FARM-0081,Elephant Yam (Suran),11.6,3,0.0042,0.312,0.3078,98.7,98.7
ORD-005749,CONS-0655,FARM-0060,Methi,17.5,9,0.0189,0.936,0.9171,98.0,98.0
ORD-005750,CONS-0183,FARM-0080,Bhindi (Ladies finger),6.8,5,0.0041,0.52,0.5159,99.2,99.2
ORD-005751,CONS-0365,FARM-0119,Tomato,6.0,9,0.0065,0.936,0.9295,99.3,99.3
ORD-005752,CONS-0507,FARM-0127,Tomato,11.5,7,0.0097,0.728,0.7183,98.7,98.7
ORD-005753,CONS-0425,FARM-0114,Onion,14.3,4,0.0069,0.416,0.4091,98.3,98.3
ORD-005754,CONS-0716,FARM-0052,Methi,4.4,7,0.0037,0.728,0.7243,99.5,99.5
ORD-005755,CONS-0449,FARM-0086,Tomato,8.7,6,0.0063,0.624,0.6177,99.0,99.0
ORD-005756,CONS-0232,FARM-0006,Methi,19.1,2,0.0046,0.208,0.2034,97.8,97.8
ORD-005757,CONS-0778,FARM-0007,Methi,6.4,3,0.0023,0.312,0.3097,99.3,99.3
ORD-005758,CONS-0017,FARM-0019,Brinjal,3.4,3,0.0012,0.312,0.3108,99.6,99.6
ORD-005759,CONS-0611,FARM-0077,Onion,15.6,5,0.0094,0.52,0.5106,98.2,98.2
ORD-005760,CONS-0784,FARM-0037,Tomato,1.6,4,0.0008,0.416,0.4152,99.8,99.8
ORD-005761,CONS-0173,FARM-0009,Onion,18.6,4,0.0089,0.416,0.4071,97.9,97.9
ORD-005762,CONS-0262,FARM-0019,Potato,2.6,3,0.0009,0.312,0.3111,99.7,99.7
ORD-005763,CONS-0277,FARM-0019,Potato,7.2,1,0.0009,0.104,0.1031,99.1,99.1
ORD-005764,CONS-0390,FARM-0060,Bhindi (Ladies finger),6.9,6,0.005,0.624,0.619,99.2,99.2
ORD-005765,CONS-0077,FARM-0142,Bhindi (Ladies finger),1.6,4,0.0008,0.416,0.4152,99.8,99.8
ORD-005766,CONS-0432,FARM-0016,Methi,11.0,8,0.0106,0.832,0.8214,98.7,98.7
ORD-005767,CONS-0250,FARM-0025,Tomato,7.9,5,0.0047,0.52,0.5153,99.1,99.1
ORD-005768,CONS-0582,FARM-0033,Tomato,8.5,9,0.0092,0.936,0.9268,99.0,99.0
ORD-005769,CONS-0302,FARM-0120,Brinjal,16.5,2,0.004,0.208,0.204,98.1,98.1
ORD-005770,CONS-0356,FARM-0025,Tomato,5.0,7,0.0042,0.728,0.7238,99.4,99.4
ORD-005771,CONS-0098,FARM-0093,Brinjal,5.4,4,0.0026,0.416,0.4134,99.4,99.4
ORD-005772,CONS-0271,FARM-0015,Methi,11.3,4,0.0054,0.416,0.4106,98.7,98.7
ORD-005773,CONS-0591,FARM-0097,Tomato,4.3,6,0.0031,0.624,0.6209,99.5,99.5
ORD-005774,CONS-0079,FARM-0136,Green Chilli,23.5,8,0.0226,0.832,0.8094,97.3,97.3
ORD-005775,CONS-0610,FARM-0023,Tomato,14.9,1,0.0018,0.104,0.1022,98.3,98.3
ORD-005776,CONS-0010,FARM-0028,Methi,21.0,2,0.005,0.208,0.203,97.6,97.6
ORD-005777,CONS-0468,FARM-0135,Tomato,7.8,1,0.0009,0.104,0.1031,99.1,99.1
ORD-005778,CONS-0309,FARM-0112,Onion,27.6,1,0.0033,0.104,0.1007,96.8,96.8
ORD-005779,CONS-0197,FARM-0086,Tomato,9.4,5,0.0056,0.52,0.5144,98.9,98.9
ORD-005780,CONS-0794,FARM-0132,Methi,3.9,1,0.0005,0.104,0.1035,99.5,99.5
ORD-005781,CONS-0025,FARM-0029,Bhindi (Ladies finger),6.4,5,0.0038,0.52,0.5162,99.3,99.3
ORD-005782,CONS-0649,FARM-0097,Tomato,6.7,8,0.0064,0.832,0.8256,99.2,99.2
ORD-005783,CONS-0682,FARM-0008,Tomato,12.1,9,0.0131,0.936,0.9229,98.6,98.6
ORD-005784,CONS-0291,FARM-0005,Elephant Yam (Suran),6.5,8,0.0062,0.832,0.8258,99.3,99.3
ORD-005785,CONS-0614,FARM-0008,Green Chilli,13.6,7,0.0114,0.728,0.7166,98.4,98.4
ORD-005786,CONS-0254,FARM-0005,Onion,8.1,5,0.0049,0.52,0.5151,99.1,99.1
ORD-005787,CONS-0003,FARM-0037,Tomato,6.7,2,0.0016,0.208,0.2064,99.2,99.2
ORD-005788,CONS-0612,FARM-0104,Potato,11.7,8,0.0112,0.832,0.8208,98.7,98.7
ORD-005789,CONS-0479,FARM-0033,Tomato,10.0,1,0.0012,0.104,0.1028,98.8,98.8
ORD-005790,CONS-0286,FARM-0107,Potato,2.7,1,0.0003,0.104,0.1037,99.7,99.7
ORD-005791,CONS-0279,FARM-0005,Onion,0.7,4,0.0003,0.416,0.4157,99.9,99.9
ORD-005792,CONS-0481,FARM-0106,Methi,14.4,7,0.0121,0.728,0.7159,98.3,98.3
ORD-005793,CONS-0234,FARM-0066,Potato,10.9,1,0.0013,0.104,0.1027,98.8,98.8
ORD-005794,CONS-0744,FARM-0025,Tomato,6.1,4,0.0029,0.416,0.4131,99.3,99.3
ORD-005795,CONS-0033,FARM-0053,Methi,16.1,8,0.0155,0.832,0.8165,98.1,98.1
ORD-005796,CONS-0053,FARM-0097,Tomato,7.5,3,0.0027,0.312,0.3093,99.1,99.1
ORD-005797,CONS-0498,FARM-0015,Methi,14.6,3,0.0053,0.312,0.3067,98.3,98.3
ORD-005798,CONS-0670,FARM-0114,Onion,12.4,9,0.0134,0.936,0.9226,98.6,98.6
ORD-005799,CONS-0369,FARM-0115,Peas,0.9,1,0.0001,0.104,0.1039,99.9,99.9
ORD-005800,CONS-0004,FARM-0000,Bhindi (Ladies finger),20.5,2,0.0049,0.208,0.2031,97.6,97.6
ORD-005801,CONS-0600,FARM-0017,Methi,4.6,8,0.0044,0.832,0.8276,99.5,99.5
ORD-005802,CONS-0474,FARM-0119,Onion,3.5,1,0.0004,0.104,0.1036,99.6,99.6
ORD-005803,CONS-0630,FARM-0107,Tomato,11.1,7,0.0093,0.728,0.7187,98.7,98.7
ORD-005804,CONS-0321,FARM-0056,Bhindi (Ladies finger),3.7,7,0.0031,0.728,0.7249,99.6,99.6
ORD-005805,CONS-0733,FARM-0116,Green Chilli,16.7,5,0.01,0.52,0.51,98.1,98.1
ORD-005806,CONS-0655,FARM-0107,Tomato,5.5,2,0.0013,0.208,0.2067,99.4,99.4
ORD-005807,CONS-0004,FARM-0017,Methi,7.2,3,0.0026,0.312,0.3094,99.2,99.2
ORD-005808,CONS-0135,FARM-0104,Potato,10.6,8,0.0102,0.832,0.8218,98.8,98.8
ORD-005809,CONS-0348,FARM-0019,Potato,6.5,3,0.0023,0.312,0.3097,99.3,99.3
ORD-005810,CONS-0521,FARM-0111,Methi,8.3,8,0.008,0.832,0.824,99.0,99.0
ORD-005811,CONS-0418,FARM-0052,Methi,4.5,7,0.0038,0.728,0.7242,99.5,99.5
ORD-005812,CONS-0134,FARM-0142,Bhindi (Ladies finger),3.8,9,0.0041,0.936,0.9319,99.6,99.6
ORD-005813,CONS-0440,FARM-0061,Elephant Yam (Suran),9.2,6,0.0066,0.624,0.6174,98.9,98.9
ORD-005814,CONS-0675,FARM-0110,Peas,5.8,3,0.0021,0.312,0.3099,99.3,99.3
ORD-005815,CONS-0374,FARM-0123,Methi,10.0,9,0.0108,0.936,0.9252,98.8,98.8
ORD-005816,CONS-0754,FARM-0007,Methi,2.5,5,0.0015,0.52,0.5185,99.7,99.7
ORD-005817,CONS-0498,FARM-0064,Tomato,8.9,4,0.0043,0.416,0.4117,99.0,99.0
ORD-005818,CONS-0788,FARM-0111,Methi,4.3,8,0.0041,0.832,0.8279,99.5,99.5
ORD-005819,CONS-0278,FARM-0134,Bhindi (Ladies finger),13.0,4,0.0062,0.416,0.4098,98.5,98.5
ORD-005820,CONS-0197,FARM-0067,Tomato,7.4,6,0.0053,0.624,0.6187,99.2,99.2
ORD-005821,CONS-0499,FARM-0144,Brinjal,9.6,1,0.0012,0.104,0.1028,98.8,98.8
ORD-005822,CONS-0236,FARM-0137,Bhindi (Ladies finger),6.1,6,0.0044,0.624,0.6196,99.3,99.3
ORD-005823,CONS-0147,FARM-0017,Bhindi (Ladies finger),8.6,6,0.0062,0.624,0.6178,99.0,99.0
ORD-005824,CONS-0081,FARM-0019,Brinjal,4.1,3,0.0015,0.312,0.3105,99.5,99.5
ORD-005825,CONS-0790,FARM-0017,Methi,6.5,7,0.0055,0.728,0.7225,99.2,99.2
ORD-005826,CONS-0560,FARM-0018,Onion,10.2,5,0.0061,0.52,0.5139,98.8,98.8
ORD-005827,CONS-0275,FARM-0093,Tomato,4.1,4,0.002,0.416,0.414,99.5,99.5
ORD-005828,CONS-0018,FARM-0033,Tomato,7.7,3,0.0028,0.312,0.3092,99.1,99.1
ORD-005829,CONS-0434,FARM-0017,Methi,10.9,1,0.0013,0.104,0.1027,98.8,98.8
ORD-005830,CONS-0512,FARM-0017,Methi,4.4,2,0.0011,0.208,0.2069,99.5,99.5
ORD-005831,CONS-0377,FARM-0126,Brinjal,14.6,7,0.0123,0.728,0.7157,98.3,98.3
ORD-005832,CONS-0087,FARM-0095,Potato,17.3,6,0.0125,0.624,0.6115,98.0,98.0
ORD-005833,CONS-0261,FARM-0086,Tomato,3.0,2,0.0007,0.208,0.2073,99.7,99.7
ORD-005834,CONS-0387,FARM-0011,Potato,28.5,4,0.0137,0.416,0.4023,96.7,96.7
ORD-005835,CONS-0337,FARM-0133,Potato,8.1,9,0.0087,0.936,0.9273,99.1,99.1
ORD-005836,CONS-0608,FARM-0138,Methi,13.6,2,0.0033,0.208,0.2047,98.4,98.4
ORD-005837,CONS-0057,FARM-0067,Tomato,8.8,5,0.0053,0.52,0.5147,99.0,99.0
ORD-005838,CONS-0277,FARM-0019,Potato,7.2,2,0.0017,0.208,0.2063,99.2,99.2
ORD-005839,CONS-0645,FARM-0093,Methi,6.2,5,0.0037,0.52,0.5163,99.3,99.3
ORD-005840,CONS-0097,FARM-0052,Methi,4.7,7,0.0039,0.728,0.7241,99.5,99.5
ORD-005841,CONS-0390,FARM-0096,Brinjal,2.7,3,0.001,0.312,0.311,99.7,99.7
ORD-005842,CONS-0169,FARM-0017,Methi,17.3,1,0.0021,0.104,0.1019,98.0,98.0
ORD-005843,CONS-0043,FARM-0110,Tomato,4.8,3,0.0017,0.312,0.3103,99.5,99.5
ORD-005844,CONS-0758,FARM-0105,Bhindi (Ladies finger),9.7,9,0.0105,0.936,0.9255,98.9,98.9
ORD-005845,CONS-0234,FARM-0052,Methi,5.8,5,0.0035,0.52,0.5165,99.3,99.3
ORD-005846,CONS-0722,FARM-0006,Potato,8.2,3,0.003,0.312,0.309,99.0,99.0
ORD-005847,CONS-0587,FARM-0116,Methi,12.0,9,0.013,0.936,0.923,98.6,98.6
ORD-005848,CONS-0595,FARM-0046,Methi,26.2,1,0.0031,0.104,0.1009,97.0,97.0
ORD-005849,CONS-0053,FARM-0141,Methi,15.5,4,0.0074,0.416,0.4086,98.2,98.2
ORD-005850,CONS-0090,FARM-0142,Bhindi (Ladies finger),6.8,3,0.0024,0.312,0.3096,99.2,99.2
ORD-005851,CONS-0528,FARM-0104,Potato,12.7,8,0.0122,0.832,0.8198,98.5,98.5
ORD-005852,CONS-0642,FARM-0007,Methi,8.5,9,0.0092,0.936,0.9268,99.0,99.0
ORD-005853,CONS-0362,FARM-0107,Potato,5.9,7,0.005,0.728,0.723,99.3,99.3
ORD-005854,CONS-0357,FARM-0125,Elephant Yam (Suran),5.7,2,0.0014,0.208,0.2066,99.3,99.3
ORD-005855,CONS-0601,FARM-0069,Onion,18.1,1,0.0022,0.104,0.1018,97.9,97.9
ORD-005856,CONS-0387,FARM-0005,Elephant Yam (Suran),8.0,6,0.0058,0.624,0.6182,99.1,99.1
ORD-005857,CONS-0694,FARM-0000,Tomato,20.2,6,0.0145,0.624,0.6095,97.7,97.7
ORD-005858,CONS-0296,FARM-0111,Methi,2.4,7,0.002,0.728,0.726,99.7,99.7
ORD-005859,CONS-0514,FARM-0086,Tomato,2.4,6,0.0017,0.624,0.6223,99.7,99.7
